Block, Condition, Item, Key, Accuracy, RT
loc1,incongruent,Kl,['l'],True,0.776074
loc1,incongruent,Lk,['k'],True,0.624818
loc1,incongruent,Lk,['k'],True,0.380258
loc1,incongruent,Lk,['k'],True,0.349436
loc1,incongruent,Kl,['l'],True,0.448100
loc1,incongruent,Lk,['k'],True,0.627263
loc1,congruent,Ll,['l'],True,0.517694
loc1,incongruent,Lk,['k'],True,0.606700
loc1,congruent,Ll,['l'],True,0.601915
loc1,incongruent,Kl,['l'],True,0.475229
loc1,congruent,Kk,['k'],True,0.598615
loc1,incongruent,Lk,['k'],True,0.362892
loc1,incongruent,Kl,['l'],True,0.587325
loc1,congruent,Ll,['l'],True,0.404717
loc1,incongruent,Kl,['l'],True,0.362083
loc1,incongruent,Kl,['l'],True,0.365060
loc1,incongruent,Lk,['k'],True,0.539143
loc1,incongruent,Lk,['k'],True,0.388881
loc1,incongruent,Lk,['k'],True,0.400145
loc1,congruent,Kk,['l'],False,0.423861
loc1,congruent,Kk,['k'],True,0.720661
loc1,incongruent,Lk,['k'],True,0.726387
loc1,incongruent,Kl,['l'],True,0.556542
loc1,congruent,Kk,['k'],True,0.803039
loc1,congruent,Kk,['k'],True,0.391159
glob1,congruent,Ll,['l'],True,0.515045
glob1,congruent,Ll,['l'],True,0.420346
glob1,incongruent,Lk,['l'],True,0.359366
glob1,congruent,Ll,['l'],True,0.363626
glob1,congruent,Ll,['l'],True,0.416580
glob1,incongruent,Kl,['k'],True,0.341918
glob1,congruent,Ll,['l'],True,0.571942
glob1,incongruent,Lk,['l'],True,0.521424
glob1,congruent,Kk,['k'],True,0.497720
glob1,incongruent,Lk,['l'],True,0.496136
glob1,congruent,Ll,['l'],True,0.406836
glob1,incongruent,Lk,['l'],True,0.601042
glob1,congruent,Ll,['l'],True,0.308417
glob1,incongruent,Kl,['k'],True,0.340566
glob1,incongruent,Kl,['k'],True,0.433500
glob1,incongruent,Kl,['k'],True,0.384202
glob1,congruent,Ll,['l'],True,0.615622
glob1,congruent,Ll,['l'],True,0.401287
glob1,congruent,Kk,['k'],True,0.672889
glob1,incongruent,Kl,['k'],True,0.438418
glob1,incongruent,Lk,['l'],True,0.547879
glob1,congruent,Kk,['k'],True,0.382309
glob1,congruent,Ll,['l'],True,0.518451
glob1,congruent,Ll,['l'],True,0.369111
glob1,congruent,Ll,['l'],True,0.360243
glob2,incongruent,Lk,['l'],True,0.803357
glob2,congruent,Ll,['l'],True,0.396945
glob2,incongruent,Kl,['k'],True,0.472326
glob2,congruent,Ll,['l'],True,0.456510
glob2,congruent,Kk,['k'],True,0.441301
glob2,congruent,Kk,['k'],True,0.435261
glob2,incongruent,Kl,['k'],True,0.357430
glob2,congruent,Kk,['k'],True,0.370728
glob2,congruent,Ll,['l'],True,0.465668
glob2,incongruent,Lk,['l'],True,0.329861
glob2,congruent,Ll,['l'],True,0.391258
glob2,incongruent,Kl,['k'],True,0.434734
glob2,incongruent,Lk,['l'],True,0.678796
glob2,incongruent,Lk,['l'],True,0.339342
glob2,congruent,Kk,['k'],True,0.566455
glob2,congruent,Ll,['l'],True,0.728821
glob2,incongruent,Kl,['k'],True,0.472769
glob2,congruent,Ll,['k'],False,0.303749
glob2,incongruent,Kl,['k'],True,0.555081
glob2,congruent,Ll,['l'],True,0.429090
glob2,congruent,Kk,['k'],True,0.844800
glob2,incongruent,Lk,['l'],True,0.797787
glob2,incongruent,Kl,['l'],False,0.483247
glob2,congruent,Ll,['l'],True,0.620825
glob2,incongruent,Lk,['l'],True,0.485133
loc2,congruent,Kk,['k'],True,0.577436
loc2,congruent,Kk,['k'],True,0.426369
loc2,congruent,Kk,['k'],True,0.403143
loc2,congruent,Kk,['k'],True,0.519613
loc2,congruent,Kk,['k'],True,0.642763
loc2,incongruent,Kl,['l'],True,0.717230
loc2,incongruent,Lk,['k'],True,0.695212
loc2,incongruent,Kl,['l'],True,1.019199
loc2,congruent,Kk,['k'],True,0.529426
loc2,incongruent,Lk,['k'],True,0.491349
loc2,incongruent,Lk,['k'],True,0.376670
loc2,incongruent,Kl,['l'],True,0.844792
loc2,congruent,Ll,['l'],True,0.364832
loc2,incongruent,Kl,['l'],True,0.480746
loc2,incongruent,Lk,['k'],True,0.587735
loc2,congruent,Ll,['l'],True,0.597428
loc2,congruent,Ll,['l'],True,0.422265
loc2,incongruent,Lk,['k'],True,0.614786
loc2,incongruent,Lk,['k'],True,0.395632
loc2,incongruent,Kl,['l'],True,0.492616
loc2,incongruent,Lk,['k'],True,0.951220
loc2,congruent,Kk,['k'],True,0.492436
loc2,congruent,Ll,['l'],True,0.538412
loc2,congruent,Ll,['l'],True,0.485701
loc2,incongruent,Lk,['k'],True,0.586395
Done at 289.130362
