Block, Condition, Item, Key, Accuracy, RT
glob1,incongruent,Lk,['l'],True,0.463920
glob1,congruent,Kk,['k'],True,0.529047
glob1,congruent,Kk,['k'],True,0.467964
glob1,incongruent,Kl,['k'],True,0.366905
glob1,incongruent,Kl,['k'],True,0.356105
glob1,incongruent,Lk,['l'],True,0.429774
glob1,incongruent,Kl,['k'],True,0.424617
glob1,incongruent,Lk,['l'],True,0.322375
glob1,incongruent,Lk,['l'],True,0.471856
glob1,incongruent,Lk,['l'],True,0.327962
glob1,congruent,Ll,['l'],True,0.503771
glob1,congruent,Ll,['l'],True,0.375105
glob1,congruent,Kk,['k'],True,0.530642
glob1,congruent,Kk,['k'],True,0.284082
glob1,congruent,Kk,['k'],True,0.261534
glob1,incongruent,Kl,['k'],True,0.789340
glob1,congruent,Ll,['l'],True,0.478975
glob1,congruent,Ll,['l'],True,0.381434
glob1,incongruent,Kl,['k'],True,0.499009
glob1,incongruent,Kl,['k'],True,0.365066
glob1,incongruent,Lk,['l'],True,0.404811
glob1,incongruent,Lk,['l'],True,0.353772
glob1,congruent,Kk,['k'],True,0.422742
glob1,incongruent,Lk,['l'],True,0.453507
glob1,congruent,Ll,['l'],True,0.390529
loc1,incongruent,Lk,['k'],True,0.643967
loc1,congruent,Kk,['k'],True,0.614579
loc1,congruent,Kk,['k'],True,0.552705
loc1,incongruent,Lk,['k'],True,0.706688
loc1,congruent,Kk,['k'],True,0.431030
loc1,congruent,Kk,['k'],True,0.759444
loc1,incongruent,Kl,['l'],True,0.808464
loc1,congruent,Ll,['l'],True,0.562939
loc1,congruent,Kk,['k'],True,0.530808
loc1,incongruent,Kl,['l'],True,0.721438
loc1,congruent,Kk,['k'],True,0.586417
loc1,congruent,Kk,['k'],True,0.595582
loc1,incongruent,Lk,['k'],True,0.733090
loc1,congruent,Ll,['l'],True,0.672966
loc1,incongruent,Lk,['k'],True,0.604215
loc1,congruent,Ll,['l'],True,0.465445
loc1,congruent,Ll,['l'],True,0.463745
loc1,congruent,Kk,['k'],True,0.466230
loc1,congruent,Kk,['k'],True,0.498286
loc1,incongruent,Kl,['l'],True,0.646545
loc1,congruent,Kk,['k'],True,0.703576
loc1,incongruent,Lk,['k'],True,0.702961
loc1,congruent,Ll,['l'],True,0.438857
loc1,congruent,Ll,['l'],True,0.484536
loc1,congruent,Kk,['k'],True,0.634507
loc2,congruent,Kk,['k'],True,0.539418
loc2,congruent,Kk,['k'],True,0.467431
loc2,incongruent,Lk,['k'],True,0.498883
loc2,incongruent,Lk,['k'],True,0.403435
loc2,incongruent,Kl,['l'],True,0.555228
loc2,congruent,Kk,['k'],True,0.584225
loc2,incongruent,Kl,['l'],True,0.572940
loc2,congruent,Ll,['l'],True,0.479261
loc2,congruent,Kk,['k'],True,0.589401
loc2,congruent,Ll,['l'],True,0.499806
loc2,incongruent,Lk,['k'],True,0.626628
loc2,congruent,Ll,['l'],True,0.408133
loc2,incongruent,Kl,['l'],True,0.615685
loc2,incongruent,Kl,['l'],True,0.555392
loc2,congruent,Ll,['l'],True,0.379590
loc2,incongruent,Lk,['k'],True,0.535322
loc2,congruent,Kk,['k'],True,0.672834
loc2,incongruent,Kl,['l'],True,0.810808
loc2,congruent,Ll,['l'],True,0.469275
loc2,incongruent,Lk,['k'],True,0.464162
loc2,incongruent,Lk,['k'],True,0.511749
loc2,congruent,Kk,['k'],True,0.407099
loc2,incongruent,Kl,['l'],True,0.650461
loc2,incongruent,Kl,['l'],True,0.541256
loc2,congruent,Ll,['l'],True,0.445396
glob2,congruent,Kk,['k'],True,0.580916
glob2,incongruent,Lk,['l'],True,0.775726
glob2,congruent,Ll,['l'],True,0.489200
glob2,congruent,Kk,['k'],True,0.438231
glob2,congruent,Ll,['l'],True,0.408961
glob2,congruent,Kk,['k'],True,0.354200
glob2,congruent,Kk,['k'],True,0.535365
glob2,incongruent,Lk,['l'],True,0.425082
glob2,incongruent,Lk,['l'],True,0.401348
glob2,congruent,Ll,['l'],True,0.345637
glob2,incongruent,Kl,['k'],True,0.454113
glob2,incongruent,Lk,['l'],True,0.555292
glob2,incongruent,Kl,['k'],True,0.319401
glob2,incongruent,Kl,['k'],True,0.529766
glob2,incongruent,Kl,['k'],True,0.597005
glob2,congruent,Ll,['l'],True,0.423806
glob2,congruent,Kk,['k'],True,0.572150
glob2,congruent,Kk,['k'],True,0.373317
glob2,incongruent,Lk,['l'],True,0.596257
glob2,incongruent,Kl,['k'],True,0.402955
glob2,congruent,Kk,['k'],True,0.363736
glob2,congruent,Ll,['l'],True,0.629795
glob2,congruent,Ll,['l'],True,0.361613
glob2,incongruent,Kl,['k'],True,0.432629
glob2,congruent,Ll,['l'],True,0.423406
Done at 224.148102
