Block, Condition, Item, Key, Accuracy, RT
glob1,incongruent,Kl,['k'],TRUE,0.923644
glob1,incongruent,Lk,['l'],TRUE,0.431746
glob1,congruent,Ll,['l'],TRUE,0.464007
glob1,incongruent,Kl,['k'],TRUE,0.493727
glob1,incongruent,Kl,['k'],TRUE,0.584295
glob1,incongruent,Kl,['k'],TRUE,0.484962
glob1,congruent,Kk,['k'],TRUE,0.457442
glob1,congruent,Kk,['k'],TRUE,0.387645
glob1,congruent,Ll,['l'],TRUE,0.510788
glob1,incongruent,Lk,['l'],TRUE,0.642864
glob1,congruent,Kk,['k'],TRUE,0.416367
glob1,congruent,Kk,['k'],TRUE,0.418593
glob1,incongruent,Kl,['k'],TRUE,0.375662
glob1,incongruent,Lk,['l'],TRUE,0.485242
glob1,incongruent,Lk,['l'],TRUE,0.62267
glob1,congruent,Ll,['l'],TRUE,0.447356
glob1,congruent,Ll,['l'],TRUE,0.389143
glob1,incongruent,Lk,['l'],TRUE,0.356114
glob1,incongruent,Kl,['k'],TRUE,0.399026
glob1,congruent,Ll,['l'],TRUE,0.44893
glob1,congruent,Kk,['k'],TRUE,0.449748
glob1,congruent,Ll,['l'],TRUE,0.446209
glob1,congruent,Kk,['k'],TRUE,0.495296
glob1,congruent,Ll,['l'],TRUE,0.35041
glob1,incongruent,Kl,['k'],TRUE,0.450455
loc1,congruent,Kk,['k'],TRUE,0.779128
loc1,congruent,Ll,['l'],TRUE,0.514868
loc1,congruent,Kk,['k'],TRUE,0.46041
loc1,congruent,Kk,['k'],TRUE,0.440002
loc1,incongruent,Lk,['k'],TRUE,0.637887
loc1,congruent,Ll,['l'],TRUE,0.456627
loc1,incongruent,Lk,['k'],TRUE,0.696638
loc1,incongruent,Lk,['k'],TRUE,0.455612
loc1,congruent,Kk,['k'],TRUE,0.426604
loc1,congruent,Ll,['l'],TRUE,0.495738
loc1,congruent,Ll,['l'],TRUE,0.474048
loc1,incongruent,Lk,['k'],TRUE,0.57088
loc1,incongruent,Lk,['k'],TRUE,0.409375
loc1,congruent,Kk,['k'],TRUE,0.474653
loc1,congruent,Ll,['l'],TRUE,0.471648
loc1,congruent,Ll,['l'],TRUE,0.4976
loc1,incongruent,Kl,['l'],TRUE,0.568917
loc1,congruent,Kk,['k'],TRUE,0.539371
loc1,incongruent,Lk,['k'],TRUE,0.52093
loc1,incongruent,Lk,['k'],TRUE,0.592411
loc1,congruent,Ll,['l'],TRUE,0.490121
loc1,congruent,Ll,['l'],TRUE,0.628338
loc1,congruent,Ll,['l'],TRUE,0.466473
loc1,congruent,Ll,['l'],TRUE,0.539753
loc1,incongruent,Kl,['l'],TRUE,0.627526
loc2,incongruent,Lk,['k'],TRUE,0.58849
loc2,congruent,Kk,['k'],TRUE,0.423106
loc2,congruent,Kk,['k'],TRUE,0.425724
loc2,incongruent,Kl,['l'],TRUE,0.606854
loc2,congruent,Ll,['l'],TRUE,0.42772
loc2,congruent,Ll,['l'],TRUE,0.427297
loc2,congruent,Kk,['k'],TRUE,0.484373
loc2,incongruent,Lk,['k'],TRUE,0.495896
loc2,congruent,Kk,['k'],TRUE,0.477477
loc2,congruent,Kk,['k'],TRUE,0.471244
loc2,incongruent,Lk,['k'],TRUE,0.560758
loc2,incongruent,Kl,['l'],TRUE,0.674999
loc2,incongruent,Kl,['l'],TRUE,0.440551
loc2,incongruent,Kl,['l'],TRUE,0.462621
loc2,congruent,Ll,['l'],TRUE,0.429729
loc2,congruent,Ll,['l'],TRUE,0.419358
loc2,incongruent,Kl,['l'],TRUE,0.41158
loc2,congruent,Ll,['l'],TRUE,0.419324
loc2,incongruent,Lk,['k'],TRUE,0.539902
loc2,congruent,Kk,['k'],TRUE,0.441095
loc2,congruent,Ll,['l'],TRUE,0.523738
loc2,incongruent,Lk,['k'],TRUE,0.608423
loc2,congruent,Ll,['l'],TRUE,0.565649
loc2,incongruent,Kl,['l'],TRUE,0.550132
loc2,incongruent,Lk,['k'],TRUE,0.611809
glob2,congruent,Kk,['k'],TRUE,0.588457
glob2,congruent,Ll,['l'],TRUE,0.508843
glob2,congruent,Ll,['l'],TRUE,0.397846
glob2,incongruent,Lk,['l'],TRUE,0.6239
glob2,congruent,Kk,['k'],TRUE,0.478831
glob2,incongruent,Lk,['l'],TRUE,0.482804
glob2,incongruent,Kl,['k'],TRUE,0.499021
glob2,incongruent,Lk,['l'],TRUE,0.580266
glob2,incongruent,Kl,['k'],TRUE,0.584499
glob2,incongruent,Lk,['l'],TRUE,0.493307
glob2,congruent,Kk,['k'],TRUE,0.566071
glob2,congruent,Kk,['k'],TRUE,0.437478
glob2,congruent,Ll,['l'],TRUE,0.516775
glob2,incongruent,Kl,['k'],TRUE,0.479741
glob2,incongruent,Lk,['l'],TRUE,0.627832
glob2,incongruent,Kl,['k'],TRUE,0.536886
glob2,congruent,Ll,['l'],TRUE,0.520326
glob2,congruent,Kk,['k'],TRUE,0.52345
glob2,congruent,Kk,['k'],TRUE,0.535035
glob2,incongruent,Lk,['l'],TRUE,0.508375
glob2,incongruent,Lk,['l'],TRUE,0.499779
glob2,incongruent,Kl,['k' 'l'],TRUE,0.475587
glob2,incongruent,Lk,['l'],TRUE,0.526544
glob2,incongruent,Lk,['l'],TRUE,0.603772
glob2,incongruent,Lk,['l'],TRUE,0.630079
Done at 221.406449,,,,,
