Block, Condition, Item, Key, Accuracy, RT
loc1,incongruent,Kl,['l'],True,0.649206
loc1,incongruent,Kl,['l'],True,0.798339
loc1,congruent,Kk,['k'],True,0.631439
loc1,congruent,Ll,['l'],True,0.539891
loc1,incongruent,Lk,['k'],True,0.527410
loc1,incongruent,Lk,['l'],False,0.355188
loc1,congruent,Kk,['k'],True,0.516309
loc1,incongruent,Lk,['k'],True,0.469207
loc1,incongruent,Kl,['l'],True,0.673847
loc1,congruent,Kk,['k'],True,0.544820
loc1,congruent,Kk,['k'],True,0.511079
loc1,incongruent,Kl,['l'],True,0.522248
loc1,incongruent,Lk,['k'],True,0.558632
loc1,incongruent,Kl,['l'],True,0.463754
loc1,incongruent,Lk,['k'],True,0.625426
loc1,incongruent,Lk,['k'],True,0.807294
loc1,incongruent,Lk,['k'],True,0.579347
loc1,incongruent,Kl,['l'],True,0.550197
loc1,incongruent,Lk,['k'],True,0.504642
loc1,incongruent,Kl,['l'],True,0.759887
loc1,congruent,Kk,['k'],True,0.381531
loc1,congruent,Kk,['k'],True,0.515517
loc1,congruent,Kk,['k'],True,0.424375
loc1,incongruent,Lk,['k'],True,0.397663
loc1,incongruent,Kl,['l'],True,0.523597
glob1,congruent,Ll,['l'],True,0.673359
glob1,congruent,Ll,['l'],True,0.496380
glob1,incongruent,Lk,['l'],True,0.667792
glob1,incongruent,Kl,['k'],True,0.545854
glob1,incongruent,Lk,['l'],True,0.459685
glob1,congruent,Ll,['l'],True,0.466871
glob1,incongruent,Lk,['l'],True,0.458777
glob1,congruent,Kk,['k'],True,0.332329
glob1,incongruent,Kl,['k'],True,0.411763
glob1,incongruent,Lk,['l'],True,0.516473
glob1,congruent,Ll,['l'],True,0.429765
glob1,congruent,Kk,['k'],True,0.414296
glob1,congruent,Ll,['l'],True,0.468917
glob1,incongruent,Lk,['l'],True,0.397573
glob1,incongruent,Lk,['l'],True,0.355872
glob1,congruent,Ll,['l'],True,0.398276
glob1,incongruent,Lk,['l'],True,0.367844
glob1,incongruent,Lk,['l'],True,0.501951
glob1,congruent,Ll,['l'],True,0.464598
glob1,congruent,Kk,['k'],True,0.688685
glob1,incongruent,Lk,['l'],True,0.601106
glob1,incongruent,Kl,['k'],True,0.495584
glob1,incongruent,Lk,['l'],True,0.384437
glob1,incongruent,Kl,['k'],True,0.348632
glob1,congruent,Ll,['l'],True,0.429959
glob2,incongruent,Kl,['k'],True,0.450151
glob2,incongruent,Kl,['k'],True,0.481288
glob2,incongruent,Kl,['k'],True,0.362912
glob2,incongruent,Kl,['k'],True,0.328028
glob2,incongruent,Lk,['l'],True,0.489164
glob2,incongruent,Lk,['l'],True,0.442058
glob2,incongruent,Kl,['k'],True,0.406593
glob2,congruent,Kk,['k'],True,0.453607
glob2,congruent,Kk,['k'],True,0.391576
glob2,incongruent,Lk,['k'],False,0.370807
glob2,incongruent,Kl,['k'],True,0.524768
glob2,congruent,Ll,['l'],True,0.430410
glob2,incongruent,Lk,['l'],True,0.705172
glob2,incongruent,Kl,['k'],True,0.446657
glob2,congruent,Kk,['k'],True,0.495988
glob2,incongruent,Lk,['l'],True,0.409033
glob2,incongruent,Kl,['k'],True,0.522855
glob2,congruent,Kk,['k'],True,0.412340
glob2,congruent,Kk,['k'],True,0.374788
glob2,incongruent,Kl,['k'],True,0.359956
glob2,incongruent,Kl,['k'],True,0.363426
glob2,incongruent,Kl,['k'],True,0.402484
glob2,congruent,Ll,['l'],True,0.487562
glob2,incongruent,Kl,['k'],True,0.471739
glob2,incongruent,Lk,['l'],True,0.344484
loc2,congruent,Kk,['k'],True,0.596829
loc2,incongruent,Lk,['k'],True,0.517386
loc2,incongruent,Lk,['k'],True,0.429179
loc2,incongruent,Kl,['l'],True,0.620305
loc2,incongruent,Lk,['k'],True,0.435915
loc2,incongruent,Lk,['k'],True,0.501431
loc2,congruent,Kk,['k'],True,0.418799
loc2,congruent,Ll,['l'],True,0.397958
loc2,congruent,Ll,['l'],True,0.635934
loc2,congruent,Ll,['l'],True,0.464696
loc2,congruent,Ll,['l'],True,0.486461
loc2,incongruent,Kl,['l'],True,0.470950
loc2,incongruent,Kl,['l'],True,0.576049
loc2,congruent,Kk,['k'],True,0.550719
loc2,incongruent,Lk,['k'],True,0.538339
loc2,congruent,Ll,['l'],True,0.537659
loc2,incongruent,Kl,['l'],True,0.481565
loc2,incongruent,Lk,['k'],True,0.453705
loc2,incongruent,Kl,['l'],True,0.662285
loc2,congruent,Kk,['k'],True,0.537663
loc2,congruent,Kk,['k'],True,0.467689
loc2,incongruent,Lk,['k'],True,0.464844
loc2,congruent,Kk,['k'],True,0.439488
loc2,incongruent,Kl,['l'],True,0.515405
loc2,congruent,Kk,['k'],True,0.471977
Done at 228.267216
