Block, Condition, Item, Key, Accuracy, RT
loc1,congruent,Kk,['k'],True,0.870415
loc1,incongruent,Lk,['k'],True,0.541525
loc1,congruent,Ll,['l'],True,1.199449
loc1,congruent,Kk,['k'],True,0.891883
loc1,incongruent,Kl,['l'],True,0.687271
loc1,incongruent,Lk,['k'],True,0.631216
loc1,incongruent,Kl,['l'],True,0.914716
loc1,incongruent,Lk,['k'],True,0.565752
loc1,congruent,Kk,['k'],True,0.788568
loc1,congruent,Ll,['l'],True,0.745500
loc1,incongruent,Lk,['k'],True,0.986514
loc1,incongruent,Kl,['l'],True,0.617372
loc1,congruent,Kk,['k'],True,0.652129
loc1,congruent,Kk,['k'],True,0.609812
loc1,congruent,Kk,['k'],True,1.017180
loc1,incongruent,Kl,['k'],False,0.429284
loc1,congruent,Ll,['l'],True,0.774102
loc1,congruent,Ll,['l'],True,0.366411
loc1,congruent,Kk,['k'],True,0.741608
loc1,incongruent,Kl,['l'],True,0.596300
loc1,incongruent,Kl,['l'],True,0.907462
loc1,incongruent,Kl,['l'],True,0.606531
loc1,congruent,Kk,['k'],True,0.790219
loc1,congruent,Ll,['l'],True,0.461331
loc1,congruent,Ll,['l'],True,0.602925
glob1,incongruent,Kl,['k'],True,0.505560
glob1,incongruent,Lk,['l'],True,0.494889
glob1,incongruent,Kl,['k'],True,0.751089
glob1,incongruent,Kl,['k'],True,0.589523
glob1,congruent,Kk,['k'],True,0.482459
glob1,congruent,Ll,['l'],True,0.498698
glob1,incongruent,Kl,['k'],True,0.583700
glob1,congruent,Ll,['l'],True,0.548593
glob1,incongruent,Kl,['k'],True,0.383943
glob1,congruent,Ll,['l'],True,0.739522
glob1,incongruent,Lk,['k'],False,0.335079
glob1,incongruent,Lk,['l'],True,0.646350
glob1,congruent,Kk,['k'],True,0.545581
glob1,incongruent,Kl,['k'],True,0.608161
glob1,incongruent,Lk,['k'],False,0.836434
glob1,congruent,Kk,['k'],True,0.662256
glob1,incongruent,Lk,['l'],True,0.561703
glob1,incongruent,Lk,['l'],True,0.564502
glob1,congruent,Ll,['l'],True,0.636863
glob1,congruent,Kk,['k'],True,0.564894
glob1,congruent,Ll,['l'],True,0.590874
glob1,incongruent,Kl,['k'],True,0.511805
glob1,congruent,Ll,['l'],True,0.695847
glob1,incongruent,Lk,['l'],True,0.888158
glob1,incongruent,Lk,['l'],True,0.522285
glob2,incongruent,Lk,['l'],True,0.883124
glob2,congruent,Ll,['l'],True,0.717101
glob2,congruent,Kk,['k'],True,0.492627
glob2,incongruent,Kl,['k'],True,0.533686
glob2,congruent,Ll,['l'],True,0.565214
glob2,incongruent,Lk,['l'],True,0.489850
glob2,congruent,Kk,['k'],True,0.625176
glob2,congruent,Ll,['l'],True,0.632858
glob2,congruent,Ll,['l'],True,0.595134
glob2,congruent,Ll,['l'],True,0.524910
glob2,incongruent,Kl,['k'],True,0.622171
glob2,congruent,Kk,['k'],True,0.588182
glob2,incongruent,Lk,['l'],True,0.586769
glob2,incongruent,Kl,['k'],True,0.650534
glob2,incongruent,Lk,['k'],False,0.433949
glob2,incongruent,Lk,['l'],True,0.739519
glob2,incongruent,Kl,['k'],True,0.654293
glob2,congruent,Ll,['l'],True,0.770968
glob2,incongruent,Kl,['k'],True,0.689351
glob2,incongruent,Kl,['k'],True,0.646815
glob2,incongruent,Lk,['l'],True,0.735024
glob2,congruent,Ll,['l'],True,0.643237
glob2,congruent,Kk,['k'],True,0.544951
glob2,congruent,Ll,['l'],True,0.783929
glob2,incongruent,Lk,['l'],True,0.896751
loc2,incongruent,Kl,['l'],True,0.925021
loc2,congruent,Ll,['l'],True,0.541365
loc2,congruent,Ll,['l'],True,0.454616
loc2,incongruent,Lk,['k'],True,0.810753
loc2,congruent,Ll,['l'],True,0.649376
loc2,incongruent,Lk,['k'],True,0.662967
loc2,congruent,Ll,['l'],True,0.600927
loc2,congruent,Ll,['l'],True,0.627838
loc2,incongruent,Kl,['l'],True,0.568481
loc2,congruent,Kk,['k'],True,0.572159
loc2,incongruent,Lk,['k'],True,0.600712
loc2,incongruent,Lk,['k'],True,0.482401
loc2,congruent,Ll,['l'],True,0.649588
loc2,incongruent,Kl,['l'],True,0.622077
loc2,congruent,Ll,['k'],False,0.539868
loc2,congruent,Ll,['l'],True,0.727320
loc2,incongruent,Lk,['k'],True,0.689599
loc2,incongruent,Lk,['k'],True,0.593967
loc2,incongruent,Kl,['l'],True,0.847437
loc2,congruent,Ll,['l'],True,0.568950
loc2,incongruent,Kl,['l'],True,0.517263
loc2,congruent,Ll,['l'],True,0.444733
loc2,congruent,Ll,['l'],True,0.412339
loc2,incongruent,Lk,['k'],True,0.606401
loc2,congruent,Ll,['l'],True,0.719342
Done at 304.827791
