Block, Condition, Item, Key, Accuracy, RT
glob1,congruent,Ll,['l'],True,0.912673
glob1,incongruent,Lk,['l'],True,0.759973
glob1,congruent,Ll,['l'],True,0.852774
glob1,congruent,Ll,['l'],True,0.710310
glob1,incongruent,Kl,['k'],True,1.162748
glob1,congruent,Ll,['l'],True,0.650851
glob1,congruent,Kk,['k'],True,1.139641
glob1,incongruent,Lk,['l'],True,0.979230
glob1,congruent,Kk,['k'],True,0.490185
glob1,congruent,Ll,['l'],True,0.717903
glob1,incongruent,Lk,['l'],True,0.807071
glob1,incongruent,Lk,['l'],True,0.719745
glob1,incongruent,Kl,['k'],True,0.395173
glob1,congruent,Ll,['l'],True,0.490763
glob1,congruent,Ll,['l'],True,0.553633
glob1,incongruent,Kl,['k'],True,0.539629
glob1,congruent,Ll,['l'],True,0.678742
glob1,congruent,Ll,['k'],False,0.834046
glob1,congruent,Kk,['k'],True,0.713168
glob1,incongruent,Kl,['k'],True,0.516783
glob1,congruent,Kk,['k'],True,0.635719
glob1,congruent,Ll,['l'],True,0.580731
glob1,congruent,Ll,['k'],False,0.561146
glob1,incongruent,Lk,['l'],True,0.837601
glob1,incongruent,Kl,['k'],True,0.523166
loc1,incongruent,Kl,['k'],False,0.674189
loc1,incongruent,Lk,['l'],False,0.435826
loc1,congruent,Kk,['k'],True,0.986918
loc1,congruent,Ll,['l'],True,0.658296
loc1,incongruent,Lk,['k'],True,0.653293
loc1,incongruent,Lk,['k'],True,0.593685
loc1,incongruent,Lk,['k'],True,0.595316
loc1,incongruent,Lk,['k'],True,0.844845
loc1,congruent,Kk,['k'],True,0.980889
loc1,congruent,Kk,['k'],True,0.599901
loc1,incongruent,Kl,['l'],True,0.704447
loc1,incongruent,Kl,['l'],True,0.685153
loc1,congruent,Ll,['l'],True,0.692292
loc1,incongruent,Lk,['k'],True,1.022268
loc1,congruent,Kk,['k'],True,0.756267
loc1,incongruent,Lk,['k'],True,0.818162
loc1,incongruent,Lk,['k'],True,0.740449
loc1,incongruent,Lk,['k'],True,0.649737
loc1,congruent,Kk,['k'],True,0.500233
loc1,incongruent,Kl,['l'],True,0.826339
loc1,congruent,Kk,['k'],True,0.742599
loc1,congruent,Ll,['l'],True,0.650411
loc1,incongruent,Kl,['l'],True,0.670706
loc1,incongruent,Kl,['l'],True,0.594344
loc1,incongruent,Lk,['k'],True,1.017485
loc2,congruent,Ll,['l'],True,0.624641
loc2,congruent,Ll,['l'],True,0.554608
loc2,congruent,Kk,['k'],True,0.897215
loc2,incongruent,Kl,['l'],True,0.561175
loc2,incongruent,Lk,['k'],True,0.879637
loc2,incongruent,Kl,['l'],True,0.621572
loc2,congruent,Kk,['k'],True,0.623250
loc2,congruent,Kk,['k'],True,0.737289
loc2,congruent,Ll,['l'],True,0.691899
loc2,congruent,Ll,['l'],True,1.015533
loc2,incongruent,Lk,['k'],True,0.595488
loc2,congruent,Ll,['l'],True,0.524005
loc2,incongruent,Lk,['k'],True,0.711669
loc2,incongruent,Lk,['k'],True,0.951626
loc2,incongruent,Kl,['l'],True,0.501856
loc2,congruent,Kk,['k'],True,0.836919
loc2,congruent,Ll,['l'],True,0.593825
loc2,congruent,Ll,['k'],False,0.750205
loc2,incongruent,Lk,['k'],True,0.505355
loc2,congruent,Kk,['k'],True,0.736588
loc2,incongruent,Lk,['k'],True,0.717773
loc2,congruent,Ll,['l'],True,0.561392
loc2,incongruent,Kl,['l'],True,0.881872
loc2,congruent,Ll,['l'],True,0.612350
loc2,congruent,Kk,['k'],True,0.652209
glob2,incongruent,Kl,['l'],False,0.655500
glob2,incongruent,Kl,['l'],False,0.810109
glob2,incongruent,Lk,['l'],True,0.824589
glob2,congruent,Ll,['l'],True,0.555427
glob2,incongruent,Kl,['k'],True,0.507720
glob2,incongruent,Lk,['l'],True,0.562670
glob2,congruent,Kk,['k'],True,0.517213
glob2,congruent,Kk,['k'],True,0.550351
glob2,congruent,Ll,['l'],True,0.611813
glob2,incongruent,Lk,['l'],True,0.466309
glob2,incongruent,Lk,['l'],True,0.505868
glob2,incongruent,Lk,['l'],True,0.401225
glob2,congruent,Kk,['k'],True,0.413621
glob2,incongruent,Kl,['l'],False,0.493874
glob2,incongruent,Lk,['l'],True,0.538775
glob2,incongruent,Lk,['l'],True,0.994739
glob2,congruent,Kk,['k'],True,0.456432
glob2,congruent,Kk,['k'],True,0.512041
glob2,congruent,Kk,['k'],True,0.578241
glob2,incongruent,Lk,['l'],True,0.525170
glob2,incongruent,Kl,['k'],True,0.624029
glob2,congruent,Ll,['l'],True,0.484282
glob2,incongruent,Lk,['l'],True,0.823049
glob2,congruent,Ll,['l'],True,1.074270
glob2,congruent,Kk,['k'],True,0.460327
Done at 260.858336
