Block, Condition, Item, Key, Accuracy, RT
glob1,congruent,Kk,None,False,nan
glob1,incongruent,Lk,['l'],True,0.780605
glob1,incongruent,Kl,['k'],True,0.542333
glob1,incongruent,Kl,['k'],True,0.490252
glob1,incongruent,Lk,['l'],True,0.612949
glob1,congruent,Kk,['k'],True,0.961139
glob1,congruent,Kk,['k'],True,0.683478
glob1,congruent,Kk,['k'],True,0.471492
glob1,congruent,Kk,['k'],True,0.461718
glob1,congruent,Kk,['k'],True,0.470940
glob1,congruent,Kk,['k'],True,0.461421
glob1,congruent,Kk,['k'],True,0.419257
glob1,incongruent,Lk,['l'],True,0.523815
glob1,congruent,Kk,['k'],True,0.598532
glob1,incongruent,Lk,['l'],True,0.560560
glob1,incongruent,Kl,['l'],False,0.793267
glob1,congruent,Ll,['l'],True,0.887527
glob1,incongruent,Lk,['l'],True,0.652388
glob1,congruent,Kk,['k'],True,0.508568
glob1,incongruent,Lk,['l'],True,0.785185
glob1,incongruent,Lk,['l'],True,0.770845
glob1,congruent,Ll,['l'],True,0.874622
glob1,incongruent,Lk,['l'],True,0.468913
glob1,incongruent,Kl,['k'],True,0.963477
glob1,congruent,Kk,['k'],True,0.530003
loc1,incongruent,Lk,['k'],True,1.088912
loc1,incongruent,Lk,['k'],True,0.814462
loc1,congruent,Kk,['k'],True,0.589246
loc1,incongruent,Kl,['l'],True,0.541136
loc1,congruent,Kk,['k'],True,0.664690
loc1,congruent,Ll,['l'],True,0.492115
loc1,incongruent,Kl,['l'],True,0.563656
loc1,congruent,Kk,['k'],True,0.650883
loc1,congruent,Ll,['l'],True,0.566420
loc1,incongruent,Lk,['k'],True,0.753037
loc1,incongruent,Kl,['l'],True,0.601170
loc1,incongruent,Kl,['l'],True,0.522498
loc1,incongruent,Kl,['l'],True,0.773727
loc1,incongruent,Kl,['l'],True,0.627730
loc1,incongruent,Lk,['k'],True,0.584721
loc1,incongruent,Lk,['k'],True,0.453640
loc1,incongruent,Kl,['l'],True,0.642730
loc1,incongruent,Kl,['l'],True,0.496791
loc1,incongruent,Lk,['k'],True,0.459940
loc1,incongruent,Kl,['l'],True,0.761330
loc1,congruent,Ll,['l'],True,0.664938
loc1,incongruent,Lk,['k'],True,0.472735
loc1,congruent,Ll,['l'],True,0.504454
loc1,congruent,Kk,['k'],True,0.586826
loc1,incongruent,Lk,['k'],True,0.662238
loc2,incongruent,Kl,['l'],True,0.755020
loc2,congruent,Kk,['k'],True,0.637906
loc2,incongruent,Kl,['l'],True,0.515755
loc2,incongruent,Kl,['l'],True,0.386352
loc2,congruent,Kk,['k'],True,0.459545
loc2,congruent,Ll,['l'],True,0.571467
loc2,congruent,Kk,['k'],True,0.555994
loc2,congruent,Ll,['l'],True,0.528189
loc2,incongruent,Lk,['k'],True,0.457647
loc2,congruent,Ll,['l'],True,0.608971
loc2,incongruent,Lk,['k'],True,0.546903
loc2,incongruent,Lk,['k'],True,0.429246
loc2,congruent,Kk,['k'],True,0.697285
loc2,congruent,Ll,['l'],True,0.437286
loc2,incongruent,Kl,['l'],True,0.510023
loc2,congruent,Kk,['k'],True,0.514983
loc2,incongruent,Kl,['l'],True,0.533256
loc2,congruent,Ll,['l'],True,0.525996
loc2,congruent,Ll,['l'],True,0.505024
loc2,incongruent,Kl,['l'],True,0.586242
loc2,congruent,Kk,['k'],True,0.433436
loc2,congruent,Kk,['k'],True,0.384902
loc2,incongruent,Lk,['k'],True,0.444672
loc2,congruent,Ll,['l'],True,0.657790
loc2,congruent,Kk,['k'],True,0.470940
glob2,congruent,Ll,['l'],True,0.748661
glob2,incongruent,Lk,['k'],False,1.057975
glob2,incongruent,Lk,['l'],True,1.148672
glob2,congruent,Ll,['l'],True,1.018900
glob2,congruent,Kk,['k'],True,1.036466
glob2,congruent,Ll,['l'],True,0.700797
glob2,incongruent,Kl,['k'],True,0.688147
glob2,congruent,Kk,['k'],True,0.631895
glob2,congruent,Ll,['l'],True,0.648543
glob2,incongruent,Lk,['l'],True,1.269242
glob2,incongruent,Lk,['l'],True,0.667562
glob2,congruent,Kk,['k'],True,0.516524
glob2,incongruent,Lk,['l'],True,0.670956
glob2,incongruent,Lk,['l'],True,0.606254
glob2,congruent,Ll,['l'],True,0.494314
glob2,incongruent,Lk,['l'],True,0.642266
glob2,incongruent,Lk,['l'],True,0.521436
glob2,incongruent,Lk,['l'],True,0.865565
glob2,incongruent,Kl,['k'],True,1.169565
glob2,incongruent,Lk,['l'],True,0.893763
glob2,congruent,Kk,['k'],True,0.692436
glob2,congruent,Kk,['k'],True,0.509322
glob2,incongruent,Kl,['l'],False,0.692479
glob2,incongruent,Kl,['k'],True,1.188301
glob2,congruent,Ll,['l'],True,0.902954
Done at 251.260604
