Block, Condition, Item, Key, Accuracy, RT
glob1,incongruent,Lk,['k'],False,0.862653
glob1,incongruent,Kl,['k'],True,1.062471
glob1,incongruent,Lk,['l'],True,0.671199
glob1,incongruent,Lk,['l'],True,0.493146
glob1,incongruent,Kl,['k'],True,0.641965
glob1,congruent,Ll,['l'],True,0.502059
glob1,congruent,Kk,['k'],True,0.595013
glob1,incongruent,Kl,['k'],True,0.472995
glob1,congruent,Kk,['k'],True,0.466379
glob1,congruent,Ll,['l'],True,0.481275
glob1,incongruent,Kl,['k'],True,0.512182
glob1,incongruent,Kl,['k'],True,0.513998
glob1,incongruent,Lk,['l'],True,0.781699
glob1,incongruent,Kl,['k'],True,0.432854
glob1,congruent,Ll,['l'],True,0.505702
glob1,congruent,Ll,['l'],True,0.451297
glob1,incongruent,Lk,['l'],True,0.453479
glob1,incongruent,Kl,['k'],True,0.559750
glob1,congruent,Kk,['k'],True,0.458695
glob1,congruent,Ll,['l'],True,0.537253
glob1,incongruent,Kl,['k'],True,0.419161
glob1,congruent,Kk,['k'],True,0.494972
glob1,congruent,Ll,['l'],True,0.436602
glob1,congruent,Kk,['k'],True,0.376061
glob1,incongruent,Lk,['l'],True,0.512687
loc1,incongruent,Lk,['k'],True,0.725014
loc1,congruent,Kk,['k'],True,0.662394
loc1,incongruent,Lk,['k'],True,0.692264
loc1,congruent,Ll,['l'],True,0.494156
loc1,incongruent,Kl,['l'],True,0.727424
loc1,congruent,Kk,['k'],True,0.611253
loc1,congruent,Ll,['l'],True,0.579291
loc1,congruent,Ll,['l'],True,0.492819
loc1,congruent,Kk,['k'],True,0.538158
loc1,incongruent,Lk,['k'],True,0.642841
loc1,incongruent,Lk,['k'],True,0.612588
loc1,incongruent,Kl,['l'],True,0.580630
loc1,incongruent,Kl,['l'],True,0.639777
loc1,incongruent,Kl,['l'],True,0.596900
loc1,incongruent,Kl,['l'],True,0.633854
loc1,congruent,Kk,['k'],True,0.584815
loc1,congruent,Ll,['l'],True,0.518871
loc1,incongruent,Lk,['k'],True,0.594201
loc1,incongruent,Kl,['l'],True,0.620828
loc1,congruent,Ll,['l'],True,0.434569
loc1,incongruent,Lk,['k'],True,0.575044
loc1,congruent,Kk,['k'],True,0.466316
loc1,incongruent,Kl,['l'],True,0.667801
loc1,congruent,Ll,['l'],True,0.600682
loc1,congruent,Ll,['l'],True,0.418387
loc2,incongruent,Lk,['k'],True,0.805827
loc2,incongruent,Kl,['l'],True,0.693162
loc2,incongruent,Lk,['k'],True,0.799260
loc2,congruent,Ll,['l'],True,0.493811
loc2,congruent,Ll,['l'],True,0.439701
loc2,incongruent,Lk,['k'],True,0.632792
loc2,congruent,Ll,['l'],True,0.440178
loc2,congruent,Kk,['k'],True,0.617635
loc2,incongruent,Kl,['l'],True,0.481377
loc2,incongruent,Lk,['k'],True,0.674968
loc2,incongruent,Lk,['k'],True,0.594337
loc2,congruent,Ll,['l'],True,0.687251
loc2,congruent,Ll,['l'],True,0.519458
loc2,congruent,Kk,['k'],True,0.490009
loc2,congruent,Ll,['l'],True,0.422860
loc2,congruent,Kk,['k'],True,0.503240
loc2,congruent,Ll,['l'],True,0.492102
loc2,congruent,Kk,['k'],True,0.525661
loc2,congruent,Ll,['l'],True,0.666801
loc2,congruent,Kk,['k'],True,0.482991
loc2,congruent,Kk,['k'],True,0.605646
loc2,congruent,Kk,['k'],True,0.464140
loc2,congruent,Ll,['l'],True,0.509196
loc2,congruent,Kk,['k'],True,0.546176
loc2,incongruent,Lk,['k'],True,0.670386
glob2,incongruent,Kl,['k'],True,0.453565
glob2,incongruent,Kl,['k'],True,0.431889
glob2,incongruent,Lk,['l'],True,0.474256
glob2,congruent,Kk,['k'],True,0.512701
glob2,congruent,Kk,['k'],True,0.451021
glob2,congruent,Kk,['k'],True,0.424799
glob2,incongruent,Kl,['k'],True,0.382644
glob2,congruent,Kk,['k'],True,0.462014
glob2,congruent,Kk,['k'],True,0.464265
glob2,congruent,Ll,['l'],True,0.418674
glob2,incongruent,Lk,['l'],True,0.486927
glob2,incongruent,Lk,['l'],True,0.408943
glob2,congruent,Ll,['l'],True,0.469115
glob2,congruent,Kk,['k'],True,0.482499
glob2,incongruent,Kl,['k'],True,0.440685
glob2,congruent,Ll,['l'],True,0.457969
glob2,congruent,Kk,['k'],True,0.531473
glob2,incongruent,Kl,['k'],True,0.447597
glob2,congruent,Ll,['l'],True,0.481301
glob2,incongruent,Lk,['l'],True,0.444923
glob2,congruent,Kk,['k'],True,0.524410
glob2,congruent,Kk,['k'],True,0.438057
glob2,congruent,Ll,['l'],True,0.455521
glob2,congruent,Kk,['k'],True,0.547097
glob2,congruent,Ll,['l'],True,0.457730
Done at 255.886246
