Block, Condition, Item, Key, Accuracy, RT
loc1,congruent,Ll,['l'],True,1.125318
loc1,congruent,Kk,None,False,nan
loc1,incongruent,Lk,['k'],True,1.421136
loc1,incongruent,Lk,['k'],True,0.786932
loc1,congruent,Kk,['k'],True,0.737576
loc1,incongruent,Lk,['k'],True,0.744580
loc1,incongruent,Lk,['k'],True,0.783687
loc1,incongruent,Lk,['k'],True,0.615921
loc1,congruent,Kk,['k'],True,0.661287
loc1,incongruent,Lk,['k'],True,0.671807
loc1,incongruent,Kl,None,False,nan
loc1,congruent,Kk,['k'],True,0.598550
loc1,congruent,Ll,['l'],True,0.715573
loc1,congruent,Ll,['l'],True,0.681109
loc1,incongruent,Kl,['l'],True,0.869197
loc1,incongruent,Lk,['k'],True,0.858350
loc1,incongruent,Kl,['l'],True,0.666806
loc1,congruent,Kk,['k'],True,0.887831
loc1,congruent,Kk,['k'],True,0.500641
loc1,congruent,Ll,['l'],True,0.674446
loc1,incongruent,Kl,['l'],True,0.702561
loc1,incongruent,Lk,['k'],True,0.548831
loc1,congruent,Kk,['k'],True,0.927081
loc1,incongruent,Lk,['k'],True,0.494279
loc1,congruent,Kk,['k'],True,0.584899
glob1,congruent,Ll,['l'],True,0.860368
glob1,incongruent,Kl,['k'],True,0.608092
glob1,congruent,Kk,['k'],True,0.615764
glob1,congruent,Ll,['l'],True,0.569229
glob1,congruent,Kk,['k'],True,0.442680
glob1,incongruent,Kl,['k'],True,0.583527
glob1,congruent,Ll,['l'],True,0.494837
glob1,incongruent,Kl,['k'],True,0.665559
glob1,incongruent,Lk,['l'],True,1.097117
glob1,incongruent,Lk,['l'],True,0.608347
glob1,incongruent,Kl,['k'],True,0.519469
glob1,incongruent,Lk,['l'],True,0.408638
glob1,incongruent,Kl,['k'],True,0.616768
glob1,incongruent,Lk,['l'],True,0.388674
glob1,congruent,Ll,['k'],False,0.506362
glob1,incongruent,Kl,['k'],True,0.722571
glob1,congruent,Ll,['l'],True,0.537772
glob1,congruent,Ll,['l'],True,0.443065
glob1,congruent,Ll,['k'],False,0.537840
glob1,incongruent,Lk,['l'],True,0.896246
glob1,congruent,Kk,['k'],True,0.722845
glob1,incongruent,Kl,['k'],True,0.694185
glob1,congruent,Ll,['l'],True,0.533404
glob1,incongruent,Lk,['l'],True,0.440146
glob1,incongruent,Kl,['l'],False,1.326586
glob2,congruent,Ll,['l'],True,0.496588
glob2,incongruent,Kl,['k'],True,0.664438
glob2,congruent,Ll,['l'],True,0.854484
glob2,congruent,Ll,['l'],True,0.505807
glob2,incongruent,Kl,['k'],True,0.465651
glob2,incongruent,Kl,['k'],True,0.618773
glob2,congruent,Kk,['k'],True,0.536793
glob2,incongruent,Kl,['k'],True,0.513191
glob2,incongruent,Lk,['l'],True,0.442285
glob2,incongruent,Kl,['k'],True,0.762779
glob2,congruent,Kk,['k'],True,0.650216
glob2,incongruent,Kl,['k'],True,0.566372
glob2,congruent,Kk,['k'],True,0.826695
glob2,incongruent,Kl,['k'],True,0.427605
glob2,incongruent,Kl,['k'],True,0.542591
glob2,incongruent,Lk,['l'],True,0.434057
glob2,incongruent,Lk,['l'],True,0.857086
glob2,incongruent,Kl,['k'],True,0.607685
glob2,incongruent,Kl,['k'],True,0.650158
glob2,incongruent,Kl,['k'],True,0.574799
glob2,incongruent,Lk,['l'],True,0.772742
glob2,congruent,Ll,['l'],True,0.746615
glob2,congruent,Ll,['l'],True,0.527303
glob2,incongruent,Lk,['l'],True,0.459917
glob2,congruent,Ll,['l'],True,0.610546
loc2,incongruent,Lk,['k'],True,1.148513
loc2,incongruent,Lk,['k'],True,0.521282
loc2,congruent,Kk,['k'],True,0.599741
loc2,incongruent,Kl,['l'],True,0.849682
loc2,congruent,Kk,['k'],True,0.539776
loc2,congruent,Ll,['l'],True,0.492344
loc2,congruent,Kk,['k'],True,0.507268
loc2,congruent,Kk,['k'],True,0.510093
loc2,incongruent,Kl,['l'],True,0.578773
loc2,incongruent,Kl,['l'],True,0.619742
loc2,incongruent,Kl,['l'],True,0.799640
loc2,incongruent,Kl,['l'],True,0.545386
loc2,congruent,Kk,['k'],True,0.675976
loc2,incongruent,Kl,['l'],True,0.576809
loc2,incongruent,Lk,['k'],True,0.539597
loc2,incongruent,Lk,['k'],True,0.623173
loc2,congruent,Kk,['k'],True,0.540193
loc2,incongruent,Lk,None,False,nan
loc2,congruent,Kk,['k'],True,0.586388
loc2,congruent,Ll,['l'],True,0.537725
loc2,congruent,Kk,['k'],True,0.485625
loc2,incongruent,Kl,['k'],False,0.935538
loc2,incongruent,Lk,['k'],True,0.884941
loc2,congruent,Kk,['k'],True,0.619599
loc2,congruent,Kk,['k'],True,0.531165
Done at 336.167063
