Block, Condition, Item, Key, Accuracy, RT
glob1,congruent,Ll,['l'],True,0.635816
glob1,incongruent,Kl,['k'],True,0.568057
glob1,incongruent,Lk,['l'],True,0.410581
glob1,incongruent,Kl,['k'],True,0.456228
glob1,congruent,Ll,['l'],True,0.336736
glob1,incongruent,Kl,['k'],True,0.332663
glob1,incongruent,Kl,['k'],True,0.472548
glob1,incongruent,Lk,['l'],True,0.411580
glob1,congruent,Kk,['k'],True,0.410857
glob1,incongruent,Kl,['k'],True,0.476860
glob1,incongruent,Lk,['l'],True,0.584669
glob1,incongruent,Kl,['k'],True,0.403372
glob1,incongruent,Kl,['l'],False,0.732190
glob1,incongruent,Kl,['k'],True,0.931409
glob1,incongruent,Kl,['k'],True,0.589743
glob1,congruent,Ll,['l'],True,0.878940
glob1,incongruent,Lk,['l'],True,0.539106
glob1,congruent,Ll,['l'],True,0.467837
glob1,incongruent,Lk,['l'],True,0.413744
glob1,congruent,Kk,['k'],True,0.399137
glob1,congruent,Kk,['k'],True,0.452338
glob1,incongruent,Lk,['l'],True,0.483872
glob1,congruent,Ll,['l'],True,0.490712
glob1,congruent,Kk,['k'],True,0.379493
glob1,incongruent,Kl,['l'],False,0.341618
loc1,congruent,Kk,['k'],True,0.753840
loc1,congruent,Kk,['k'],True,0.467356
loc1,congruent,Kk,['k'],True,0.400385
loc1,congruent,Kk,['k'],True,0.420974
loc1,congruent,Kk,['k'],True,0.445202
loc1,incongruent,Lk,['k'],True,0.675797
loc1,incongruent,Kl,['l'],True,0.551764
loc1,congruent,Kk,['k'],True,0.594561
loc1,congruent,Kk,['k'],True,0.421274
loc1,incongruent,Kl,['l'],True,0.594412
loc1,congruent,Ll,['l'],True,0.535982
loc1,congruent,Ll,['l'],True,0.443429
loc1,congruent,Ll,['l'],True,0.468241
loc1,incongruent,Lk,['k'],True,0.463463
loc1,congruent,Kk,['k'],True,0.577253
loc1,congruent,Ll,['l'],True,0.583809
loc1,incongruent,Kl,['l'],True,0.556703
loc1,incongruent,Kl,['l'],True,0.431038
loc1,incongruent,Kl,['l'],True,0.572948
loc1,congruent,Ll,['l'],True,0.456979
loc1,congruent,Kk,['k'],True,0.449965
loc1,incongruent,Kl,['l'],True,0.573324
loc1,congruent,Kk,['k'],True,0.611618
loc1,congruent,Kk,['k'],True,0.431591
loc1,incongruent,Kl,['l'],True,0.633927
loc2,incongruent,Kl,['l'],True,0.520813
loc2,incongruent,Lk,['k'],True,0.469979
loc2,incongruent,Lk,['k'],True,0.486766
loc2,incongruent,Kl,['l'],True,0.474659
loc2,incongruent,Kl,['l'],True,0.475301
loc2,congruent,Ll,['l'],True,0.369916
loc2,incongruent,Lk,['k'],True,0.480668
loc2,congruent,Kk,['k'],True,0.658196
loc2,congruent,Kk,['k'],True,0.486963
loc2,incongruent,Kl,['k'],False,0.351704
loc2,congruent,Kk,['k'],True,0.392017
loc2,incongruent,Lk,['k'],True,0.541856
loc2,incongruent,Kl,['l'],True,0.515312
loc2,incongruent,Kl,['l'],True,0.422791
loc2,incongruent,Kl,['l'],True,0.468237
loc2,incongruent,Lk,['k'],True,0.604013
loc2,incongruent,Kl,['l'],True,0.539392
loc2,congruent,Kk,['k'],True,0.519419
loc2,congruent,Kk,['k'],True,0.448528
loc2,congruent,Ll,['l'],True,0.405227
loc2,incongruent,Kl,['l'],True,0.446102
loc2,congruent,Kk,['k'],True,0.502562
loc2,incongruent,Lk,['k'],True,0.474114
loc2,incongruent,Lk,['k'],True,0.567605
loc2,congruent,Kk,['k'],True,0.426282
glob2,congruent,Ll,['l'],True,0.428020
glob2,congruent,Ll,['l'],True,0.429320
glob2,congruent,Ll,['l'],True,0.419256
glob2,congruent,Kk,['k'],True,0.475432
glob2,incongruent,Lk,['l'],True,0.428360
glob2,incongruent,Lk,['l'],True,0.448755
glob2,congruent,Kk,['k'],True,0.440203
glob2,congruent,Ll,['l'],True,0.470456
glob2,incongruent,Lk,['l'],True,0.502562
glob2,incongruent,Kl,['k'],True,0.639057
glob2,incongruent,Lk,['l'],True,0.519749
glob2,congruent,Ll,['l'],True,0.613050
glob2,congruent,Ll,['l'],True,0.419077
glob2,congruent,Ll,['l'],True,0.419950
glob2,incongruent,Lk,['l'],True,0.428238
glob2,incongruent,Kl,['k'],True,0.374533
glob2,incongruent,Lk,['l'],True,0.535174
glob2,incongruent,Lk,['k'],False,0.392020
glob2,congruent,Ll,['l'],True,0.506895
glob2,congruent,Kk,['k'],True,0.453746
glob2,incongruent,Lk,['l'],True,0.500586
glob2,incongruent,Kl,['k'],True,0.368740
glob2,congruent,Kk,['k'],True,0.506012
glob2,congruent,Kk,['k'],True,0.437766
glob2,congruent,Ll,['l'],True,0.523717
Done at 223.048034
