Block, Condition, Item, Key, Accuracy, RT
glob1,congruent,Ll,['l'],True,0.564978
glob1,incongruent,Lk,['l'],True,0.465762
glob1,congruent,Kk,['k'],True,0.538927
glob1,incongruent,Lk,['l'],True,0.477404
glob1,incongruent,Lk,['l'],True,0.487165
glob1,incongruent,Kl,['k'],True,0.485634
glob1,congruent,Kk,['k'],True,0.487844
glob1,incongruent,Lk,['l'],True,0.617430
glob1,congruent,Kk,['k'],True,0.749259
glob1,incongruent,Lk,['l'],True,0.578788
glob1,incongruent,Lk,['l'],True,0.669809
glob1,incongruent,Kl,['k'],True,0.495653
glob1,congruent,Ll,['l'],True,0.491223
glob1,congruent,Ll,['l'],True,0.445635
glob1,incongruent,Lk,['l'],True,0.524681
glob1,congruent,Kk,['k'],True,0.638551
glob1,congruent,Kk,['k'],True,0.563227
glob1,congruent,Ll,['l'],True,0.455020
glob1,congruent,Ll,['l'],True,1.189997
glob1,congruent,Kk,['k'],True,0.561324
glob1,incongruent,Kl,['l'],False,0.514195
glob1,incongruent,Lk,['l'],True,0.555965
glob1,incongruent,Lk,['l'],True,0.543258
glob1,incongruent,Lk,['l'],True,0.662613
glob1,congruent,Ll,['l'],True,0.355742
loc1,incongruent,Kl,['l'],True,0.588008
loc1,incongruent,Lk,['k'],True,0.663486
loc1,congruent,Kk,['k'],True,0.447098
loc1,incongruent,Lk,['k'],True,0.461613
loc1,congruent,Kk,['k'],True,0.406087
loc1,incongruent,Lk,['l'],False,0.813685
loc1,incongruent,Kl,['l'],True,0.438637
loc1,incongruent,Lk,['k'],True,0.687730
loc1,congruent,Ll,['l'],True,0.409677
loc1,congruent,Ll,['l'],True,0.434343
loc1,incongruent,Kl,['l'],True,0.595715
loc1,incongruent,Lk,['k'],True,0.497915
loc1,incongruent,Lk,['k'],True,0.586916
loc1,congruent,Ll,['l'],True,0.437451
loc1,incongruent,Lk,['k'],True,0.414201
loc1,incongruent,Lk,['k'],True,0.380513
loc1,incongruent,Lk,['k'],True,0.376870
loc1,incongruent,Lk,['k'],True,0.469601
loc1,congruent,Kk,['k'],True,0.467855
loc1,congruent,Kk,['k'],True,0.421440
loc1,congruent,Ll,['k'],False,0.304834
loc1,congruent,Ll,['l'],True,0.532220
loc1,incongruent,Lk,['k'],True,0.805653
loc1,congruent,Kk,['k'],True,0.549661
loc1,incongruent,Kl,['l'],True,0.508560
loc2,incongruent,Kl,['l'],True,0.587492
loc2,incongruent,Kl,['l'],True,0.430893
loc2,congruent,Ll,['l'],True,0.384287
loc2,incongruent,Lk,['k'],True,0.521442
loc2,incongruent,Kl,['l'],True,0.560605
loc2,congruent,Kk,['k'],True,0.627244
loc2,incongruent,Kl,['l'],True,0.518462
loc2,incongruent,Kl,['l'],True,0.478557
loc2,congruent,Kk,['k'],True,0.526977
loc2,incongruent,Lk,['k'],True,0.600971
loc2,congruent,Kk,['k'],True,0.419671
loc2,congruent,Ll,['l'],True,0.522269
loc2,congruent,Ll,['l'],True,0.484251
loc2,congruent,Ll,['l'],True,0.523281
loc2,incongruent,Lk,['k'],True,0.543394
loc2,congruent,Kk,['k'],True,0.535943
loc2,incongruent,Kl,['l'],True,0.549605
loc2,incongruent,Lk,['k'],True,0.545231
loc2,incongruent,Kl,['l'],True,0.466661
loc2,incongruent,Lk,['k'],True,0.483342
loc2,congruent,Kk,['k'],True,0.566730
loc2,incongruent,Lk,['k'],True,0.422759
loc2,incongruent,Lk,['k'],True,0.357503
loc2,incongruent,Lk,['k'],True,0.371997
loc2,incongruent,Lk,['k'],True,0.393691
glob2,congruent,Kk,['k'],True,0.625909
glob2,incongruent,Lk,['l'],True,0.480768
glob2,incongruent,Kl,['k'],True,0.449183
glob2,incongruent,Kl,['k'],True,0.403598
glob2,congruent,Kk,['k'],True,0.356886
glob2,congruent,Kk,['k'],True,0.450170
glob2,congruent,Kk,['k'],True,0.345974
glob2,congruent,Kk,['k'],True,0.493669
glob2,incongruent,Kl,['l'],False,0.604681
glob2,congruent,Kk,['k'],True,0.772013
glob2,incongruent,Lk,['l'],True,0.372758
glob2,congruent,Ll,['l'],True,0.367617
glob2,incongruent,Lk,['k'],False,0.416778
glob2,congruent,Kk,['l'],False,0.408547
glob2,incongruent,Lk,['l'],True,0.612137
glob2,congruent,Ll,['l'],True,0.428627
glob2,incongruent,Lk,['l'],True,0.455325
glob2,congruent,Kk,['k'],True,0.480008
glob2,congruent,Ll,['k'],False,0.373401
glob2,incongruent,Kl,['k'],True,0.530768
glob2,incongruent,Lk,['l'],True,0.357389
glob2,incongruent,Kl,['k'],True,0.656351
glob2,congruent,Kk,['k'],True,0.382696
glob2,incongruent,Lk,['k'],False,0.391607
glob2,incongruent,Lk,['k'],False,0.349658
Done at 266.617429
